Tool,Link,PR Link,Root cause,Symptom,Fix Strategy,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2864,https://github.com/SonarSource/sonar-java/pull/2168,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2206,https://github.com/SonarSource/sonar-java/pull/1336,Incorrect AST Generation,False Positive,Fix Incorrect Type Operation,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2205,https://github.com/SonarSource/sonar-java/pull/1336,Erroneous Type Operations,False Positive,Fix Incorrect Type Operation,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2083,https://github.com/SonarSource/sonar-java/pull/1336,Improper AST Traversal,False Positive,Fix Incorrect Type Operation,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1513,https://github.com/SonarSource/sonar-java/pull/684,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1559,https://github.com/SonarSource/sonar-java/pull/332,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1691,https://github.com/SonarSource/sonar-java/pull/838,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-958,https://github.com/SonarSource/sonar-java/pull/332,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1179,https://github.com/SonarSource/sonar-java/pull/332,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1156,https://github.com/SonarSource/sonar-java/pull/328,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-967,https://github.com/SonarSource/sonar-java/pull/177,Improper AST Traversal,False Positive,Fix Value Check,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-735,https://github.com/SonarSource/sonar-java/commit/bc6fd3571a0819327d401812ebbadb8d82c88a0e,Erroneous Type Operations,False Positive,Fix Incorrect Type Operation,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-960,https://github.com/SonarSource/sonar-java/pull/130,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1454,https://github.com/SonarSource/sonar-java/pull/618,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1417,https://github.com/SonarSource/sonar-java/pull/532,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-927,https://github.com/SonarSource/sonar-java/pull/135,Erroneous Type Operations,False Positive,Fix Incorrect Type Operation,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1408,https://github.com/SonarSource/sonar-java/pull/533,Incomplete Semantics,False Positive,Fix Value Check,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1299,https://github.com/SonarSource/sonar-java/pull/638,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1373,https://github.com/SonarSource/sonar-java/pull/484,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-4342,https://github.com/SonarSource/sonar-java/pull/4203,Improper AST Traversal,False Positive,Fix AST Node Retrieval,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-4218,https://github.com/SonarSource/sonar-java/pull/4024,Misprocessing of Configuration File,False Positive,Fix Incorrect Type Operation,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-4146,https://github.com/SonarSource/sonar-java/pull/3953,"Erroneous Type Operations",False Positive,Fix Incorrect Type Operation,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3864,"https://github.com/SonarSource/sonar-java/pull/3784
https://github.com/SonarSource/sonar-java/pull/3795",Misprocessing of Configuration File,False Positive,Redesign rule checker pattern,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3710,https://github.com/SonarSource/sonar-java/pull/3471,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3654,https://github.com/SonarSource/sonar-java/pull/3373,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3358,https://github.com/SonarSource/sonar-java/pull/2928,Incomplete Semantics,False Positive,"Fix Annotation Filter",
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3367,https://github.com/SonarSource/sonar-java/pull/2937,Unrecognized Equivalent Annotations,False Positive,"Fix Annotation Filter",
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3338,https://github.com/SonarSource/sonar-java/pull/2897,Incomplete Semantics,False Positive,"Fix Annotation Filter",
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3330,https://github.com/SonarSource/sonar-java/pull/2892,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3331,https://github.com/SonarSource/sonar-java/pull/2893,Incomplete Semantics,False Positive,"Fix Annotation Filter",
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-176,https://github.com/SonarSource/sonar-java/pull/1326,Improper AST Traversal,False Positive,Fix Value Check,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2776,https://github.com/SonarSource/sonar-java/pull/2186,Unrecognized Equivalent Annotations,False Positive,"Fix Annotation Filter",
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3508,https://github.com/SonarSource/sonar-java/commit/b2afe6dcc9d40ca6c70927abef7589b798871b31,Incomplete Semantics,False Positive,Fix Value Check,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3470,https://github.com/SonarSource/sonar-java/pull/3315,Incomplete Semantics,False Positive,"Fix Annotation Filter",
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3499,https://github.com/SonarSource/sonar-java/pull/3156,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3174,https://github.com/SonarSource/sonar-java/pull/2688,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2897,https://github.com/SonarSource/sonar-java/pull/2231,Improper AST Traversal,False Positive,Fix AST Node Retrieval,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2788,https://github.com/SonarSource/sonar-java/pull/2211,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2913,https://github.com/SonarSource/sonar-java/pull/2209,Unrecognized Equivalent Annotations,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2923,https://github.com/SonarSource/sonar-java/pull/2207,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2785,https://github.com/SonarSource/sonar-java/pull/2088,Unrecognized Equivalent Annotations,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-809,https://github.com/SonarSource/sonar-java/pull/36,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-990,https://github.com/SonarSource/sonar-java/pull/257,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1049,https://github.com/SonarSource/sonar-java/pull/298,Improper AST Traversal,False Positive,Fix AST Node Retrieval,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1254,https://github.com/SonarSource/sonar-java/pull/391,Unrecognized Equivalent Annotations,False Positive,"Fix Annotation Filter",
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-4057,https://github.com/SonarSource/sonar-java/pull/3909,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1747,https://github.com/SonarSource/sonar-java/pull/896,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1614,https://github.com/SonarSource/sonar-java/pull/773,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1468,https://github.com/SonarSource/sonar-java/pull/625,"Erroneous Type Operations",False Positive,Fix Incorrect Type Operation,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1433,https://github.com/SonarSource/sonar-java/pull/561,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1924,https://github.com/SonarSource/sonar-java/pull/1097,"Incomplete Semantics",False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-372,https://github.com/SonarSource/sonar-java/pull/943,"Incomplete Semantics",False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2023,https://github.com/SonarSource/sonar-java/pull/1160,Unrecognized Equivalent Annotations,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1977,https://github.com/SonarSource/sonar-java/pull/1114,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-770,https://github.com/SonarSource/sonar-java/pull/1347,Improper AST Traversal,False Positive,Fix AST Node Retrieval,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2219,https://github.com/SonarSource/sonar-java/pull/1366,Unrecognized Equivalent Annotations,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2615,https://github.com/SonarSource/sonar-java/pull/1866,"Incomplete Semantics",False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1927,https://github.com/SonarSource/sonar-java/pull/1865,Unrecognized Equivalent Annotations,False Positive,"Fix Annotation Filter",
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2390,https://github.com/SonarSource/sonar-java/pull/1574,"Incomplete Semantics",False Positive,"Fix Annotation Filter",
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2356,https://github.com/SonarSource/sonar-java/pull/1531,Improper AST Traversal,False Negative,Redesign rule checker pattern,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2341,https://github.com/SonarSource/sonar-java/pull/1525,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2282,https://github.com/SonarSource/sonar-java/pull/1465,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2133,https://github.com/SonarSource/sonar-java/pull/1480,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2219,https://github.com/SonarSource/sonar-java/pull/1444,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2042,https://github.com/SonarSource/sonar-java/pull/1382,Improper AST Traversal,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2492,https://github.com/SonarSource/sonar-java/pull/2277,Improper AST Traversal,False Positive,Fix Incorrect Type Operation,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-794,https://github.com/SonarSource/sonar-java/pull/1376,Improper AST Traversal,False Positive,Fix AST Node Retrieval,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2874,https://github.com/SonarSource/sonar-java/pull/2195,Incomplete Semantics,False Positive,"Fix Annotation Filter",
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2752,https://github.com/SonarSource/sonar-java/pull/2078,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://groups.google.com/g/sonarqube/c/hu2sITqPyQs,https://github.com/SonarSource/sonar-java/pull/2027,Incomplete Semantics,False Positive,"Fix Annotation Filter",
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3152,https://github.com/SonarSource/sonar-java/pull/2631,Incomplete Semantics,False Positive,"Fix Annotation Filter",
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3152,https://github.com/SonarSource/sonar-java/pull/2623,Incomplete Semantics,False Positive,"Fix Annotation Filter",
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3154,"https://github.com/SonarSource/sonar-java/pull/2602
https://github.com/SonarSource/sonar-java/pull/3167",Erroneous Type Operations,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3093,https://github.com/SonarSource/sonar-java/pull/2544,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2775,https://github.com/SonarSource/sonar-java/pull/2216,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2788,https://github.com/SonarSource/sonar-java/pull/2211,Incomplete Semantics,False Positive,"Fix Annotation Filter",
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2913,https://github.com/SonarSource/sonar-java/pull/2209,Unrecognized Equivalent Annotations,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3216,https://github.com/SonarSource/sonar-java/pull/2676,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3605,https://github.com/SonarSource/sonar-java/pull/3287,Improper AST Traversal,False Positive,Redesign rule checker pattern,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3467,https://github.com/SonarSource/sonar-java/pull/3353,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3734,https://github.com/SonarSource/sonar-java/pull/3541,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3798,https://github.com/SonarSource/sonar-java/pull/3559,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3804,https://github.com/SonarSource/sonar-java/pull/3562,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3668,https://github.com/SonarSource/sonar-java/pull/4165,Incomplete Semantics,False Positive,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3438,https://github.com/SonarSource/sonar-java/pull/2978,Erroneous Type Operations,Crash/Error,Fix Incorrect Type Operation,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3108,https://github.com/SonarSource/sonar-java/pull/2557,Others,Crash/Error,Fix Value Check,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1420,https://github.com/SonarSource/sonar-java/pull/541,Improper AST Traversal,Crash/Error,Fix AST Node Retrieval,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1648,https://github.com/SonarSource/sonar-java/pull/792,Improper AST Traversal,Crash/Error,Fix Value Check,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-946,https://github.com/SonarSource/sonar-java/pull/233,Erroneous Type Operations,Crash/Error,Fix AST Node Retrieval,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1233,https://github.com/SonarSource/sonar-java/pull/458,Erroneous Type Operations,Crash/Error,Fix Value Check,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2585,https://github.com/SonarSource/sonar-java/pull/1902,Erroneous Type Operations,Crash/Error,Fix Value Check,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3175,https://github.com/SonarSource/sonar-java/pull/2635,Incorrect AST Generation,Wrong Intermediate Result,Fix Grammar Issue,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3045,https://github.com/SonarSource/sonar-java/pull/2445,Erroneous Type Operations,Wrong Intermediate Result,Fix Incorrect Type Operation,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1167,https://github.com/SonarSource/sonar-java/pull/312,Incorrect AST Generation,Wrong Intermediate Result,Fix Grammar Issue,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-965,https://github.com/SonarSource/sonar-java/pull/1049,Improper AST Traversal,Wrong Intermediate Result,Fix Incorrect Type Operation,
SonarQube,https://github.com/SonarSource/sonar-java/pull/2117,https://github.com/SonarSource/sonar-java/pull/2117,Improper AST Traversal,Wrong Intermediate Result,Fix Value Check,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-1993,https://github.com/SonarSource/sonar-java/pull/1875,Unrecognized Equivalent Annotations,Wrong Intermediate Result,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2619,https://github.com/SonarSource/sonar-java/pull/1887,Unrecognized Equivalent Annotations,Wrong Intermediate Result,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-2814,https://github.com/SonarSource/sonar-java/pull/2257,Unrecognized Equivalent Annotations,Wrong Intermediate Result,Fix Annotation Filter,
SonarQube,https://github.com/SonarSource/sonar-java/pull/2751,https://github.com/SonarSource/sonar-java/pull/2751,Improper AST Traversal,Wrong Intermediate Result,Fix Incorrect Type Operation,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-3536,https://github.com/SonarSource/sonar-java/pull/3221,Unrecognized Equivalent Annotations,Wrong Intermediate Result,Fix Annotation Filter,
SonarQube,https://sonarsource.atlassian.net/browse/SONARJAVA-952,https://github.com/SonarSource/sonar-java/pull/312,Incorrect AST Generation,False Positive,Fix Grammar Issue,
Spotbugs,https://github.com/spotbugs/spotbugs/issues/429,https://github.com/spotbugs/spotbugs/pull/434,Erroneous Type Operations,False Negative,Fix Incorrect Type Operation,
Spotbugs,https://github.com/spotbugs/spotbugs/issues/374,https://github.com/spotbugs/spotbugs/pull/1222,Erroneous Type Operations,False Negative,Fix Value Check,
Spotbugs,https://github.com/spotbugs/spotbugs/issues/20,https://github.com/spotbugs/spotbugs/pull/21,Erroneous Type Operations,False Negative,Fix Incorrect Type Operation,
Spotbugs,https://github.com/spotbugs/spotbugs/issues/702,https://github.com/spotbugs/spotbugs/commit/9d3dc848a011e6505e9ca0074855ebd5d83f4069,Incomplete Semantics,False Positive,Fix Annotation Filter,
Spotbugs,https://github.com/spotbugs/spotbugs/issues/582,https://github.com/spotbugs/spotbugs/commit/e0e189519404bc27fd039d74be50edbc0655ad8c,Incomplete Semantics,False Positive,Fix Annotation Filter,
Spotbugs,https://github.com/spotbugs/spotbugs/issues/523,https://github.com/spotbugs/spotbugs/pull/539,Incomplete Semantics,False Positive,Fix Annotation Filter,
Spotbugs,https://github.com/spotbugs/spotbugs/issues/463,https://github.com/spotbugs/spotbugs/pull/538,Incomplete Semantics,False Positive,Fix Annotation Filter,
Soot,https://github.com/soot-oss/soot/issues/1106,https://github.com/soot-oss/soot/pull/1121,Unrecognized Equivalent Annotations,Crash/Error,Fix Grammar Issue,
Soot,https://github.com/soot-oss/soot/pull/1800,https://github.com/soot-oss/soot/pull/1800,Unrecognized Equivalent Annotations,Crash/Error,Fix AST Node Retrieval,
Soot,https://github.com/soot-oss/soot/issues/336,https://github.com/soot-oss/soot/pull/464,Improper AST Traversal,Wrong Intermediate Result,Fix AST Node Retrieval,
Soot,https://github.com/soot-oss/soot/issues/111,https://github.com/soot-oss/soot/pull/351,Erroneous Type Operations,Wrong Intermediate Result,Fix Incorrect Type Operation,
Soot,https://github.com/soot-oss/soot/issues/599,https://github.com/soot-oss/soot/commit/c9045b8234d662cef7ca17f33aea5becb0913707,Erroneous Type Operations,Crash/Error,Fix Incorrect API Usage,
Soot,https://github.com/soot-oss/soot/issues/610,https://github.com/soot-oss/soot/pull/613,Erroneous Type Operations,Crash/Error,Fix Incorrect Type Operation,
Soot,https://github.com/soot-oss/soot/issues/161,https://github.com/soot-oss/soot/commit/08b2eb72c0775c741756ac08d4f1a8e31c5878ad,Improper AST Traversal,Wrong Intermediate Result,Fix AST Node Retrieval,
Soot,https://github.com/soot-oss/soot/issues/111,https://github.com/soot-oss/soot/commit/206199847fc473ddfacff5b121e1bbd81a3cc944,Improper AST Traversal,Wrong Intermediate Result,Fix AST Node Retrieval,
Soot,https://github.com/soot-oss/soot/issues/123,https://github.com/soot-oss/soot/commit/0e55b68ed1ba63feaa79c67ef5a494498ab1201d,Erroneous Type Operations,Crash/Error,Fix Incorrect API Usage,
Soot,https://github.com/soot-oss/soot/issues/122,https://github.com/soot-oss/soot/pull/432,Misprocessing of Configuration File,Crash/Error,Fix incorrect API Usage,